,OV_CONTROL_1,OV_CONTROL_2,OV_RCCD1OE_1,OV_RCCD1OE_1,BR_CONTROL_1,BR_CONTROL_1,BR_RCCD1OE_1,BR_RCCD1OE_2,BR_CONTROL_3,BR_CONTROL_4,BR_RCCD1OE_3,BR_RCCD1OE_4
ENSG00000137073.20_UBAP2,1797,2625,3204,2326,3928,3820,5294,4199,4870,4436,4195,3832
ENSG00000137074.18_APTX,854,903,791,639,2387,1773,1839,1501,3039,2565,2139,3049
ENSG00000137075.17_RNF38,1186,1403,2030,1935,1023,962,1090,894,989,835,805,975
ENSG00000137076.18_TLN1,27177,36639,39177,25409,33726,24233,31421,24468,21565,20058,20492,24561
ENSG00000137077.7_CCL21,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000137078.8_SIT1,0,0,0,0,1,0,0,1,0,0,0,0
ENSG00000137080.4_IFNA21,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000137090.11_DMRT1,1,1,0,3,3,0,1,0,1,3,0,1
ENSG00000137094.14_DNAJB5,701,866,1114,774,943,709,890,697,675,500,557,611
ENSG00000137098.13_SPAG8,9,11.21,17.69,7,6.46,6.44,8.37,8.26,1,0,2,5
ENSG00000137100.15_DCTN3,862,1019,826,602,1858,1178,1544,1239,1515,1390,1187,1833
ENSG00000137101.12_CD72,13.56,12.08,16.62,6,52,30.29,37,27,14.44,10,14.43,22.8
ENSG00000137103.16_TMEM8B,304,403,412,233,186,204,261.33,172,132,116,126,96.22
ENSG00000137106.17_GRHPR,2837,3442,3470,2238,7913,4471,5586,4247,5558,5195,4275,5284
ENSG00000137124.6_ALDH1B1,10262,12445,9344,6765,4456,3305,3324,2598,4003,3730,3040,3854
ENSG00000137133.10_HINT2,267,246,309,250,1478,933,913.67,700,878,718,651,976.78
ENSG00000137135.17_ARHGEF39,35.28,57.78,177.49,120.84,773.93,558.17,1019.96,892.79,755.97,679.71,567.18,681.39
ENSG00000137142.4_IGFBPL1,10,11,17,14,0,0,0,0,0,0,0,0
ENSG00000137145.20_DENND4C,1403,1669,2053,1998,1970,1661,1699,1368,2377,1844,1896,2083
ENSG00000137154.12_RPS6,29255,30500,20283,17854,106790,76483,65256,54442,79679,69189,62702,76136
ENSG00000137161.16_CNPY3,1400,1887,2551,1560,2720,1599,2151,1668,1722,1498,1480,1710
ENSG00000137166.14_FOXP4,1301,1818,1973,983,852,654,1285,877,974,1047,917,729
ENSG00000137168.7_PPIL1,1254,1428,1377,1349,3023,2794,2860,2407,2797,2420,2504,2972
ENSG00000137171.14_KLC4,675.02,902.04,1294.04,819.06,1092,701.02,819.08,620.02,594,477,521,667.01
ENSG00000137177.18_KIF13A,3550,4237,6030,5108,1377,1207,1189,1089,1292,1174,1209,1423
ENSG00000137185.11_ZSCAN9,393,512,637,503,341,311,311,367,398,307,325,444
ENSG00000137193.13_PIM1,216,276,441,251,627,482,537,363,774,627,452,609
ENSG00000137198.9_GMPR,2386,2905,4912,3598,262,150,163,130,226,198,196,209
ENSG00000137200.12_CMTR1,1855,2607,3809,3223,2272,1433,1732,1460,1676,1370,1424,2186
ENSG00000137203.10_TFAP2A,1960,2605,4813,3438,1773,1819,2382,1711,2575,2390,2085,1438
ENSG00000137204.14_SLC22A7,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000137207.11_YIPF3,3445,4201,5131,3221,3600,3038,3392,2772,2702,2581,2342,2773
ENSG00000137210.13_TMEM14B,2585.97,2658,3358,2945,2226,1705,1659.97,1388.97,2089.99,1486,1349.96,2013
ENSG00000137216.18_TMEM63B,2697,3464,3751,2478,2918,2316,2939,2223,2558,2416,2255,2375
ENSG00000137218.10_FRS3,89,117,155,96,128,81,114,76,116,116,94,89
ENSG00000137221.14_TJAP1,651,749,1370,778,1541,1060,1639,1329,1450,1312,1226,1312
ENSG00000137225.12_CAPN11,0,0,0,0,4,1,1,3,0,0,1,3
ENSG00000137251.15_TINAG,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000137252.9_HCRTR2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000137261.13_KIAA0319,14,14,14,21,19,35,21,18,62,57,52,72
ENSG00000137265.14_IRF4,4,0,3,4,1,1,4,0,0,0,0,3
ENSG00000137266.14_SLC22A23,600,735,808.61,557.13,154,115,172,158,97,102,72.69,86
ENSG00000137267.5_TUBB2A,3651.2,4718.13,3501.01,1939.06,1665.11,1006.95,1124.58,748.01,2007.3,1771.18,1645.23,1846.47
ENSG00000137269.14_LRRC1,995,1203,1113,888,689,513,472,439,987,799,717,945
ENSG00000137270.10_GCM1,0,0,2,0,2,2,2,2,3,0,1,1
ENSG00000137273.3_FOXF2,381,483,515,442,490,409,444,419,748,638,558,697
ENSG00000137274.12_BPHL,456,519,558,453,707,516,640,452,492,461,446,591
ENSG00000137275.13_RIPK1,2072,2460,3080,2572,1474,1168,1312,1043,1250,1156,1204,1393
ENSG00000137285.9_TUBB2B,279.91,347.59,421.22,221.25,175.45,120.58,116.41,83.36,192.27,156.09,142.98,222.01
ENSG00000137288.9_UQCC2,690.46,669.81,1002.85,691.51,1510.41,802.98,894.18,728.11,951.78,871.92,763.18,1312.23
ENSG00000137309.19_HMGA1,19246,24621,29607,16108,19070,16314,21330,15361,23853,23087,20323,18687
ENSG00000137310.11_TCF19,671,834,1385,1047,1840,1269,1954,1509,2200,1889,1756,2118
ENSG00000137312.14_FLOT1,5326,6226,8861,5495,6011,4600,5140,4069,6463,5658,4935,5327
ENSG00000137331.11_IER3,2126,2860,2830,1518,2644,1355,1259,911,3420,2814,1646,1771
ENSG00000137337.14_MDC1,1539,2218,2783,2198,3223,3185,6158,4937,3800,3609,3480,3047
ENSG00000137338.5_PGBD1,422,517,518,436,237,218,282,280,277,228,232,274
ENSG00000137343.17_ATAT1,276,384,716,510,171,162,337,296,112,95,97,120
ENSG00000137364.4_TPMT,1483,1631,1986,1796,1264,1189,934,746,1355,993,1012,1089
ENSG00000137392.9_CLPS,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000137393.9_RNF144B,695,725,2260,2016,587,518,315,217,830,799,562,615
ENSG00000137404.14_NRM,336,384,563,331,396,338,527,419,260,275,315,321
ENSG00000137409.18_MTCH1,6013,7004,7678,5218,6804,4293,4961,4259,7420,6526,5634,8583
ENSG00000137411.16_VARS2,348,393.05,711.99,496,1522.47,856,1313,1054.05,1161.94,978,821,1341
ENSG00000137413.15_TAF8,413,486,857,729,1398,1039,1430,1201,1174,984,901,1089
ENSG00000137414.5_FAM8A1,1199,1368,1148,1160,1225,1172,1238,1083,1274,1014,1076,1192
ENSG00000137434.11_C6orf52,3,2,8,2,14,16,4,5,10,5,5,12
ENSG00000137440.4_FGFBP1,200,206,470,364,94,84,56,59,650,726,788,825
ENSG00000137441.7_FGFBP2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000137449.15_CPEB2,861,1025,864,977,406,345,439,362,329,210,239,312
ENSG00000137460.8_FHDC1,537,630,499,436,359,251,351,320,354,328,299,325
ENSG00000137462.6_TLR2,589,633,1094,1088,407,372,236,210,469,346,397,461
ENSG00000137463.4_MGARP,29.21,33.99,39,36,63,66,43,28.18,48.75,36.65,45,57.77
ENSG00000137473.17_TTC29,2,6,7,1,1,3,2,1,1,3,0,1
ENSG00000137474.19_MYO7A,0,1,7,5,102,64,44,35,68,37,45,47
ENSG00000137478.14_FCHSD2,2465.67,3058.81,2529.41,2101.89,535.83,490.89,602.55,499.55,478.93,411.97,383,465.48
ENSG00000137486.16_ARRB1,630,782,885,508,351,241,278,163,197,201,184,249
ENSG00000137491.14_SLCO2B1,0,0,2,1,0,0,0,1,0,0,0,0
ENSG00000137492.7_PRKRIR,2186,2395,1890,1732,1976,1716,1566,1327,3036,2201,1807,2090
ENSG00000137494.13_ANKRD42,348,464,472,409,414,373.83,381,328.14,315,236,278,324
ENSG00000137496.17_IL18BP,84.24,174.75,458.6,305.74,37.13,53.72,94.86,121.25,48.62,35.71,47.91,57.36
ENSG00000137497.17_NUMA1,7447.14,11369.25,17123.4,9752.26,6576.4,4720.28,7170.14,5581.75,4750.38,4251.29,3934.09,3885.64
ENSG00000137500.9_CCDC90B,2004,2125,2143,2027,1655,1414.17,1057,892.86,2176,1511,1405,1609
ENSG00000137501.16_SYTL2,1845,2194,2710,2618,315,319,202,177,361,330,285,343
ENSG00000137502.9_RAB30,517,574,898,866,650,707,769,612,434,328,382,444
ENSG00000137504.13_CREBZF,665,946,1894,1562,1360,1037,1538,1315,1395,871,928,1228
ENSG00000137507.11_LRRC32,42,44,13,7,0,0,0,4,1,0,0,0
ENSG00000137509.10_PRCP,3364,3525,4286,3577,1916,1477,1464,1248,772,660,724,1095
ENSG00000137513.9_NARS2,363,428,551,476,740,480,468,486,523,376,394,645
ENSG00000137522.17_RNF121,713,876,1032,841,588,418,375,295,591,485,450,764
ENSG00000137547.8_MRPL15,1394,1512,1297,1033,6597,4248,3829,3183,7788,6012,5032,6774
ENSG00000137558.7_PI15,0,0,1,0,208,165,152,138,2,2,12,21
ENSG00000137561.4_TTPA,2,1,0,0,24,26,40,22,29,15,14,24
ENSG00000137563.11_GGH,1109,1058,1995,1796,3657,3022,2890,2351,2744,1974,2033,2971
ENSG00000137571.10_SLCO5A1,0,0,0,0,50,27,18,17,38,19,24,35
ENSG00000137573.13_SULF1,9,6,37,49,85,114,81,50,8,4,26,23
ENSG00000137574.10_TGS1,809,884,900,821,3722.73,3074,3172,2772,3859,3035,3046,3818
ENSG00000137575.11_SDCBP,9307,10550,9071,8699,19535,17466,15515,13115,15427,11812,14683,18988
ENSG00000137601.15_NEK1,988,1233,1086,1024,953,785,792,745,774,636,696,760
ENSG00000137628.16_DDX60,2044,2336,4381,4397,827,644,249,231,2336,1778,1733,2283
ENSG00000137634.9_NXPE4,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000137642.12_SORL1,1317,1748,1924,1637,150,120,90,77,211,188,145,173
ENSG00000137648.16_TMPRSS4,0,0,0,0,72,53,5,2,171,154,85,125
ENSG00000137656.11_BUD13,732,882,853,739,946,701,843,741,1048,885,770,827
ENSG00000137672.12_TRPC6,0,1,0,3,2,2,0,0,3,0,0,1
ENSG00000137673.8_MMP7,116,110,136,121,42,53,17,12,33,19,21,24
ENSG00000137674.3_MMP20,0,1,0,4,0,0,0,0,0,0,0,0
ENSG00000137675.4_MMP27,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000137691.12_C11orf70,33,30,28,32,225,187,119,134,210,180,194,237
ENSG00000137692.11_DCUN1D5,1009,1074,988,901,1712,1461,1178,1032,2214,1659,1530,1852
ENSG00000137693.13_YAP1,5369,6282,5963,5721,4773,3533,4033,3456,3728,2999,3050,4203
ENSG00000137699.16_TRIM29,191,237,188,91,3984,3398,3078,2426,7770,7587,5859,5253
ENSG00000137700.16_SLC37A4,602,670.72,981.38,714.63,765,437,665.91,528.66,464,437.71,470,711.8
ENSG00000137707.13_BTG4,0,0,0,0,17,12,17,9,10,11,12,5
ENSG00000137709.9_POU2F3,47,73,73,41,0,1,0,0,14,12,4,13
ENSG00000137710.14_RDX,8435,9581,8550,8356,5525,4881,5890,4901,5491,4562,4529,4960
ENSG00000137713.15_PPP2R1B,1918,2217,2318,2177,1334,1152,1135,984,1274,1103,1056,1458
ENSG00000137714.2_FDX1,597,628,457,455,2167,1427,1076,1009,1768,1254,1235,2046
ENSG00000137720.7_C11orf1,293,297.41,253,229,1168,1025,750,672,1143.21,921.59,895.86,948.89
ENSG00000137726.15_FXYD6,2,0,6,7,0,0,1,0,2,3,1,4
ENSG00000137727.12_ARHGAP20,369,466,121,93,14,15,15,3,7,1,7,8
ENSG00000137731.13_FXYD2,0,2,12,12,0,0,0,0,1,1,1,0
ENSG00000137745.11_MMP13,173,220,37,59,3,7,2,1,6,0,1,0
ENSG00000137747.14_TMPRSS13,1,2,4,2,58,36,1,3,202,233,88,114
ENSG00000137752.22_CASP1,546,544,593,558,337,255,196,155,213,158,114,185
ENSG00000137757.10_CASP5,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000137760.14_ALKBH8,449,626,683,655,350,356,294,247,568,397,391,514
ENSG00000137764.19_MAP2K5,411,524,691,503,585,482,673,533,514,430,396,366
ENSG00000137766.16_UNC13C,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000137767.13_SQRDL,1954,2112,1719.91,1432,3728.06,2799,1876,1620,3199.48,2850.46,3190,4440.2
ENSG00000137770.13_CTDSPL2,1217.42,1385.83,1281,1216.89,1512,1458,1733.67,1517,2384.62,1731,1636.99,1811.14
ENSG00000137776.16_SLTM,2746,3784,6417,5786,6066,5520,7195,6354,7277,6117,5783,5557
ENSG00000137801.10_THBS1,203664,268258,112160,95218,22312,17771,22927,19891,16368,14160,13698,19186
ENSG00000137802.13_MAPKBP1,894,1196,1571,1142,1429,942,1204,1022,1725,1649,1185,1575
ENSG00000137804.12_NUSAP1,1770,1953,2444,2324,5195,4681,7523,6441,4096,3458,3369,3541
ENSG00000137806.8_NDUFAF1,437,500,380,426,1109,893,833,687,762,716,744,901
ENSG00000137807.13_KIF23,2154,2501,2661,2754,4151,3754,5403,4805,3793,3206,3261,3905
ENSG00000137809.16_ITGA11,96,93,198,153,39,39,29,20,1,3,10,3
ENSG00000137812.19_CASC5,661,762,1076,1236,1849,1763,2522,2296,2456,1597,1617,1791
ENSG00000137814.9_HAUS2,1007,998,842,752,2285,1825,1847,1608,2841,2179,2305,3232
ENSG00000137815.14_RTF1,2919,3235,3244,2753,3674,3147,3651,3102,3469,3072,2986,3491
ENSG00000137817.16_PARP6,1173,1482,3372,2724,1603,1266,2087,1793,1471,1234,1069,1475
ENSG00000137818.11_RPLP1,9847,11651,8703,4658,29043,16161,19741,12971,22794,20222,16282,16449
ENSG00000137819.13_PAQR5,83,114,108,148,1227,996,1297,1111,919,850,1139,1366
ENSG00000137821.11_LRRC49,470,534,534.07,507,117.07,93,92,69,135,95,69,91
ENSG00000137822.12_TUBGCP4,1289.79,1445.78,2067.29,1806.64,1793.81,1448.41,2117.03,1896.75,1706.09,1608.7,1578.03,2176.32
ENSG00000137824.15_RMDN3,921,1127,1039,771,2141,1285,1540,1344,1607,1307,1261,1729
ENSG00000137825.10_ITPKA,1,1,2,0,42,18,30,22,43,27,42,21
ENSG00000137831.14_UACA,5793,7009,3387,3258,1536,1467,1664,1501,1371,988,1065,1263
ENSG00000137834.14_SMAD6,663,894,859,619,145,89,166,125,48,26,41,46
ENSG00000137841.11_PLCB2,3,6,4,0,66,69,71,67,83,53,87,69
ENSG00000137842.6_TMEM62,454,504,727,742,769,607,489,430,958,796,692,1005
ENSG00000137843.11_PAK6,723,947.83,870.79,450.68,456,354,256.08,159.58,859.95,881,805.95,840
ENSG00000137845.14_ADAM10,4364,5512,6368,5980,4308,3658,3713,3223,3805,3222,3245,3928
ENSG00000137857.17_DUOX1,40,37,42,44,1625.85,1132.96,1319.97,972.98,1539.9,1295.77,1196.98,1287.94
ENSG00000137860.11_SLC28A2,0,0,0,1,2,1,4,0,0,0,0,2
ENSG00000137868.18_STRA6,127,162,442,272,1671,1084,1122,809,1422,1194,1336,1488
ENSG00000137869.13_CYP19A1,0,0,0,0,16,12,8,7,4,0,0,5
ENSG00000137871.19_ZNF280D,856,1008,1197,1201,1175,1103,1070,914,1281,965,894.55,990
ENSG00000137872.15_SEMA6D,106,168,240,253,1,1,1,3,0,1,0,0
ENSG00000137875.4_BCL2L10,1,0,1,1,7,1,7,4,4,0,0,0
ENSG00000137876.9_RSL24D1,1852,1738,1470,1443,3989,3052,2307,2049,4381,3148,2847,4428
ENSG00000137877.9_SPTBN5,579,1019,2738,1604,36,34,52,49,80,53,40,61
ENSG00000137878.16_GCOM1,195.74,236.7,546.04,306.44,140.53,234.62,179.61,99.26,324.73,174.34,205.88,232.94
ENSG00000137880.5_GCHFR,3.24,1.8,14.69,7.76,389.29,202.84,192.55,117.45,202.2,144.13,104.9,124.83
ENSG00000137936.16_BCAR3,6628,8791,7127,4685,7159,5022,5905,4729,5906,5141,4964,5690
ENSG00000137941.16_TTLL7,942,1167,1660,1786,204,171,193,168,128,114,124,113
ENSG00000137942.16_FNBP1L,3225,4039,3024,2835,1172,1301,1270,1067,1379,1324,1135,1184
ENSG00000137944.16_CCBL2,1394.79,1358.54,1502.9,1369.76,698.63,532,399,346,753,559,554.89,896
ENSG00000137947.11_GTF2B,816,1007,1183,1082,1094,911,677,537,1574,1113,910,1110
ENSG00000137948.18_BRDT,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000137955.15_RABGGTB,1200,1591,1607,1650,1965,1783,1954,1743,2855,1830,1732,2108
ENSG00000137959.15_IFI44L,4754,5034,18726,20150,336,243,270,253,262,140,133,179
ENSG00000137960.5_GIPC2,0,1,0,6,2,7,2,3,2,3,4,4
ENSG00000137962.12_ARHGAP29,13176,15173,22294,21576,7911,6813,7135,6395,8976,6598,7470,9449
ENSG00000137965.10_IFI44,2600,3201,7188,7801,497,498,183,185,2088,1273,1100,1243
ENSG00000137968.16_SLC44A5,37,26,8,18,5,4,6,9,106,70,48,98
ENSG00000137975.7_CLCA2,17,28,21,17,1745,1500,1284,1061,887,829,729,828
ENSG00000137976.7_DNASE2B,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000137992.14_DBT,720,736,941,793,946,759,778,637,1344,1008,917,1235
ENSG00000137996.12_RTCA,1221,1361,1310,1173,1480,1279,1114,907,1991,1499,1317,1535
ENSG00000138002.14_IFT172,592,718,873,662,778,561,733,618,389,318,277,392
ENSG00000138018.17_EPT1,1277,1425,1372.67,1429,3687.99,3007,3345,2945,6516,4830,4204,5858
ENSG00000138028.14_CGREF1,75,73,21,20,863,716,751,612,596,494,422,512.42
ENSG00000138029.13_HADHB,3493,3787,3095,2876,7611,5058,5134,4216,5066,4322,4558,6546
ENSG00000138030.12_KHK,46,66,91,43,231,128,145,107,220,203,183,222.58
ENSG00000138031.14_ADCY3,1035.11,1349.09,1069.12,709.4,6035.76,3315.42,4145.66,3243.41,3890.67,3704.81,3493.58,4145.67
ENSG00000138032.20_PPM1B,1188,1363,1976,1963,1110,949,989,885,1325,1035,951,1174
ENSG00000138035.14_PNPT1,2319,2854,3602,3856,3663,3384,3497,2968,5123,3822,3349,3705
ENSG00000138036.18_DYNC2LI1,343,398,345,340,696,519,404,292,688,457,392,579
ENSG00000138039.14_LHCGR,1,0,0,2,9,7,14,4,1,1,3,4
ENSG00000138050.14_THUMPD2,326,323,416,441,672,534,582,495,1079,636,616,816
ENSG00000138061.11_CYP1B1,451,570,2344,2275,4379,4243,3014,2588,1544,1211,1631,1498
ENSG00000138068.10_SULT6B1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000138069.16_RAB1A,5598,6349,6452,6052,6586,5139.64,4905,4107,5811,5028,4553,6221
ENSG00000138071.13_ACTR2,17811,21364,17746,17454,18448,16094,17555,15254,17905,14417,14008,16549
ENSG00000138073.13_PREB,1667,2042,2862,1933,3623,2459,2710,2411,4170,3734,3126,4291
ENSG00000138074.14_SLC5A6,513.03,651.89,884.5,596.09,2386.03,1712.39,1958.77,1717.78,1853.05,1660.37,1562.38,2344.14
ENSG00000138075.11_ABCG5,0,0,0,0,2,0,1,4,0,0,1,0
ENSG00000138078.15_PREPL,2143,2474,2170.56,2214,3729.96,3277,3484,2946,4214,3419,3143.7,3566
ENSG00000138079.13_SLC3A1,0,0,1.44,1,3.04,0,5,4,0,2,2.3,0
ENSG00000138080.13_EMILIN1,2,2,13,2,17,14,14,11,7,10,8,9
ENSG00000138081.19_FBXO11,3229.22,3865.94,3599.06,3519,1982.39,1897.32,2617.84,2233.25,2276.4,1947.93,1724.05,1968.47
ENSG00000138083.4_SIX3,0,0,0,1,15,10,21,18,7,13,12,8
ENSG00000138085.16_ATRAID,1783.97,1887.11,2470.5,1859.91,6160.97,4440.61,3691.23,2887.22,4047.95,3192.63,2955.62,3964.86
ENSG00000138092.10_CENPO,716.91,1014.55,1454.69,1107.65,1392.49,1141.24,1712.49,1389.82,1555.72,1499.39,1360.09,1752.42
ENSG00000138095.18_LRPPRC,4326,4756,4237,4068,15825,12761,11186,9812,13840,10616,10717,14468
ENSG00000138100.13_TRIM54,0,2,0,0,7,5,5,4,5,3,0,3
ENSG00000138101.18_DTNB,524,606,853,563,363,270,361,266,345,284,239,311
ENSG00000138107.11_ACTR1A,6449,7547,9473,6528,9383,6302,7342,5924,7543,6881,6942,8808
ENSG00000138109.9_CYP2C9,0,0,0,0,0,0,4,0,0,0,0,0
ENSG00000138111.14_TMEM180,24,60,96,41,256,167,205,141,291,197,195,238
ENSG00000138115.13_CYP2C8,0,0,2,1,3,7,8,7,4,5,2,7
ENSG00000138119.16_MYOF,36231,47446,36844,32075,26459,21779,22295,19106,26121,23299,23684,26952
ENSG00000138131.3_LOXL4,4458,5617,5131,3540,220,147,284,223,65,42,72,94
ENSG00000138134.11_STAMBPL1,77,87,135,151,588,515,459,392,725,588,591,729
ENSG00000138135.6_CH25H,0,0,2,0,13,2,2,0,10,5,12,15
ENSG00000138136.6_LBX1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000138138.13_ATAD1,2197,2457,2404,2372,3767,3171,3021,2678,4649,3102,3047,3939
ENSG00000138152.8_BTBD16,0,0,0,0,10,8,4,9,1,3,1,2
ENSG00000138160.5_KIF11,1143,1265,1610,1751,3485,2931,4032,3697,2911,2177,2250,2696
ENSG00000138161.12_CUZD1,21,38.37,105.56,79.92,127.39,101.26,147.38,143.29,166.91,150.3,108.02,151.06
ENSG00000138162.17_TACC2,557,771,636,510,1509,1363,1923,1686,2121,1815,1619,1518
ENSG00000138166.5_DUSP5,336,348,27,23,1031,639,815,659,1002,907,821,1184
ENSG00000138172.10_CALHM2,254,315,284,156,682,423,534,323,419,380,372,397
ENSG00000138175.8_ARL3,1292,1319,1725,1484,500,409,445,375,264,200,206,252
ENSG00000138180.15_CEP55,1294,1465,1763,1943,3158,3263,3753,3434,4244,3073,3022,3307
ENSG00000138182.14_KIF20B,818,919,1423,1648,3597,3692,4255,3841,5739,4073,3697,3697
ENSG00000138185.16_ENTPD1,463,532,595,627,1873,1426,1766,1504,1827,1452,1491,1786
ENSG00000138190.16_EXOC6,1309,1468,998,932,413,433,269,254,544,383,403,420
ENSG00000138193.14_PLCE1,2145,2665,4232,3747,1072,940,1001,956,309,254,376,471
ENSG00000138207.12_RBP4,35,57,69,41,56,40,76,46,43,33,49,49
ENSG00000138231.12_DBR1,695,816,652,653,706,561,698,552,1321,1148,830,1055
ENSG00000138246.15_DNAJC13,3966,4887,5807,5653,3242,2653,3085,2716,3369,2737,2236,2810
ENSG00000138271.5_GPR87,926,1107,2348,1993,1513,1114.99,761,707,3885,2814,1713,2328
ENSG00000138279.15_ANXA7,3892,4618,4425,3755,6245,4301,4115,3337,5178,4626,4307,6597
ENSG00000138286.14_FAM149B1,793.58,1047.47,1093.95,1087.94,891.13,723.89,738.38,643.63,938.68,736.63,817.99,1086.39
ENSG00000138303.17_ASCC1,958,1157,1386,1199,1590,1381,1359,1103,1298,1074,1064,1314
ENSG00000138308.5_PLA2G12B,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000138311.15_ZNF365,658,772,371,336,406,295,297,221,248,256,258,312
ENSG00000138315.12_OIT3,1,1,3,0,0,2,5,4,2,1,0,2
ENSG00000138316.10_ADAMTS14,487,793,940,570,9,6,1,6,6,5,6,2
ENSG00000138326.18_RPS24,17941,17887,10879,10818,52615,38301,27894,24412,55350,42559,35682,42702
ENSG00000138336.8_TET1,114,170,231,224,62,50,105,117,56,46,39,32
ENSG00000138346.14_DNA2,181,190,296,298,773,667,729,679,1133,722,722,1128
ENSG00000138347.15_MYPN,40,33,11,27,1485,1342,1548,1327,1088,914,1577,1900
ENSG00000138356.13_AOX1,342,398,1012,850,9679,7405,5727,5136,5588,4366,5174,6851
ENSG00000138363.14_ATIC,1900,2112,2445,2141,5669,4409,5397,4609,4799,4230,4021,4807
ENSG00000138375.12_SMARCAL1,782,861,1332,1054,1178,815,863,752,1091,1005,843,1254
ENSG00000138376.10_BARD1,424,505,425,408,382,393,409,438,496,444,426,514
ENSG00000138378.17_STAT4,14,6,20,24,148,121,56,54,131,82,82,111
ENSG00000138379.4_MSTN,2,5,5,3,2,0,4,3,0,3,3,1
ENSG00000138380.17_CARF,223,300,360,317,317,322,415,410,207,167,222,243
ENSG00000138381.9_ASNSD1,1929,2096,2106,2076,2727,2486,1877,1583,4038,2809,2478,2835
ENSG00000138382.13_METTL5,833.07,841.02,892.12,904.11,2087.2,1838.1,1261.16,1185.36,2890.17,2003.08,1742.17,2252.28
ENSG00000138385.15_SSB,6204.93,7036.98,5672.88,6233.89,8425.8,7802.9,7689.84,6702.64,9594.83,7511.92,6588.83,6832.72
ENSG00000138386.16_NAB1,3602,3950,1537,1329,2724,2146,1842,1642,2592,1930,1865,2616
ENSG00000138395.14_CDK15,812,953,1380,1203,53,58,61,77,15,15,27,23
ENSG00000138398.15_PPIG,2858,3385,3173,3135,3561,3901,3894,3360,5318,3887,3408,3134
ENSG00000138399.17_FASTKD1,459,446,657,652,1966,1550,1318,1193,2925,2058,1822,2460
ENSG00000138400.12_MDH1B,9,6,8,3,40,36,41,27.02,47,27,29,36
ENSG00000138411.10_HECW2,60,85,89,65,157,127,122,122,60,57,86,79
ENSG00000138413.13_IDH1,3519,3704,4946,4281,9697,7805,6367,5545,10201,8444,7277,9346
ENSG00000138430.15_OLA1,4167,4798,4144,4231,6200,6384,5907,5202,6883,5567,5094,5145
ENSG00000138433.15_CIR1,1359,1585,1715,1544,1267,1622,1303,1122,1882,1528,1381,1188
ENSG00000138434.16_SSFA2,3205,3832,3959,3640,4646,4043,3908,3327,6409,4766,4552,5572
ENSG00000138435.14_CHRNA1,252,292,728,507,0,0,0,0,0,0,0,3
ENSG00000138439.11_FAM117B,135,127,250,211,228,163,167,159,184,174,139,185
ENSG00000138442.9_WDR12,1178,1498,1435,1226,2510,2204,2107,1892,2659,2067,1962,2408
ENSG00000138443.15_ABI2,3341.28,3957.49,3121.46,2778.57,1277.88,1160.41,1509.39,1393.91,1173.63,862.01,921.39,1185.05
ENSG00000138448.11_ITGAV,20617,25033,18254,17795,6307,4940,5086,4567,5222,4051,4194,5996
ENSG00000138449.10_SLC40A1,287,308,324,336,10,11,8,6,5,3,5,5
ENSG00000138459.8_SLC35A5,911,960,1083,999,1309,1074,975,840,1320,1022,971,1268
ENSG00000138463.8_DIRC2,619,792,586,564,703,577,570,535,970,815,555,630
ENSG00000138468.15_SENP7,443,494,660,651,271,255,308,293,642,441,388,450
ENSG00000138472.10_GUCA1C,0,0,0,0,0,1,0,0,8,0,0,4
ENSG00000138483.2_CCDC54,0,0,0,2,0,0,0,1,0,0,0,1
ENSG00000138495.6_COX17,616,725,562,451,1197,851,914,692,3024,2327,1532,1472
ENSG00000138496.16_PARP9,3075,3870,9249,8667,848,812,629,555,2309,1775,1091,1280
ENSG00000138587.5_MNS1,69.7,79.09,30.04,57.9,98.32,107.64,97.91,99.07,182.88,91.32,85.73,79.69
ENSG00000138592.13_USP8,2746.73,3245.27,3475,3409,3092.2,3165.47,3090,2647,4038.57,3355,3116,3358.54
ENSG00000138593.8_SECISBP2L,3278,3681,3980,3666,1756,1666,1685,1436,1851,1453,1550,1654
ENSG00000138594.12_TMOD3,5822,6794,7633,7088,5934,6047,7401,6499,8167,6749,6950,7528
ENSG00000138600.9_SPPL2A,2154,2413,2130,2010,2192,1764,1676,1427,2040,1414,1542,2046
ENSG00000138604.9_GLCE,1218,1561,1604,1622,1124,919,1098,944,1096,857,944,1200
ENSG00000138606.19_SHF,72,104,96,45,35,24,20,25,29,30,27,22
